id_cliente;nome_cliente;cpf_cliente;email;cidade;id_loja
3131;Pietro Cavalcante;231.860.594-70;ceciliamoreira@example.net;Rios do Galho;37
3132;Gael Henrique Campos;357.204.916-43;benjamin73@example.net;Cassiano de Oliveira;54
3133;Mariah Caldeira;756.238.014-71;amandada-luz@example.org;Campos de Minas;26
3134;Ana Carolina Peixoto;549.208.137-32;jose-pedro86@example.org;Novaes Paulista;16
3135;Bernardo Lima;170.653.248-26;ana-laura53@example.org;Sales de Ferreira;51
3136;Antônio Brito;561.230.987-21;ferreiramaria-julia@example.org;Melo;50
3137;Stella da Mata;013.297.546-70;kcamargo@example.com;Ramos de Caldeira;49
3138;Letícia Ferreira;145.028.796-49;ycunha@example.net;Martins;34
3139;Matteo Lima;180.429.765-85;maria-helenasilva@example.org;Rezende;51
3140;Arthur Gabriel Marques;046.275.938-56;garciaandre@example.com;Silva do Campo;45
3141;Ana Julia Moraes;187.960.435-39;tda-costa@example.org;Cirino de Cavalcante;14
3142;Theo Câmara;650.218.374-35;da-luzmaria-fernanda@example.org;Costela Alegre;4
3143;Enzo Leão;543.021.768-90;gael35@example.net;da Rocha Grande;4
3144;Ana Liz Porto;608.495.371-93;antonio51@example.com;Camargo;53
3145;Lavínia Borges;193.726.540-43;eloahda-paz@example.org;Aparecida do Norte;44
3146;Carolina Nogueira;928.147.635-55;stephanyramos@example.net;Oliveira da Mata;32
3147;Sr. Eduardo Duarte;174.632.985-82;wmarques@example.com;Dias do Campo;4
3148;Théo Vasconcelos;856.147.392-46;xferreira@example.com;Costela;12
3149;Alexandre Barros;291.764.350-16;luiz-henrique14@example.com;Vieira;6
3150;Dr. Lucas Sá;743.896.120-69;kevin54@example.org;Pinto;41
3151;Luigi Sales;352.076.941-70;bleao@example.com;Souza;1
3152;Ravy Caldeira;579.308.426-65;cunhaasafe@example.org;Caldeira;41
3153;Srta. Giovanna Pacheco;591.703.682-95;danielada-luz@example.org;Cardoso da Serra;1
3154;Isabel Pires;269.075.481-94;fernandesbrayan@example.com;Campos das Flores;27
3155;Ísis Macedo;780.695.234-92;luiz-henriquelima@example.net;Cirino do Oeste;43
3156;Matteo Correia;594.370.186-93;erickandrade@example.com;Barros de Nunes;13
3157;Isadora Cavalcanti;381.265.407-53;olopes@example.org;Abreu da Serra;7
3158;Lucas Lima;403.895.726-83;apollo78@example.com;Nunes de Gonçalves;9
3159;Helena Rios;819.542.376-00;cavalcantiravy@example.net;Peixoto;2
3160;Dra. Alexia Andrade;241.960.375-34;marcelacostela@example.com;Costa;30
3161;Renan Andrade;286.374.591-37;otavio11@example.com;Azevedo;36
3162;Nathan Fogaça;148.639.527-91;murilo10@example.com;Macedo do Amparo;35
3163;Augusto Costela;027.843.961-69;cpimenta@example.net;Farias;12
3164;Letícia Costela;423.089.516-05;cavalcantecatarina@example.net;Aparecida das Pedras;31
3165;André Sá;981.402.563-15;josue41@example.com;Fogaça;39
3166;Luiz Fernando Albuquerque;134.852.976-82;kamillyda-cunha@example.org;Cavalcante;15
3167;Liz Machado;254.817.639-82;isabellaalbuquerque@example.com;da Cunha;20
3168;Vitor Gabriel Barros;748.126.359-00;marcelavieira@example.com;Almeida;27
3169;Beatriz Novaes;812.973.406-04;stellaaparecida@example.net;Abreu de Castro;1
3170;Ravi Lucca Pastor;063.298.571-21;paulo31@example.com;Carvalho;48
3171;Marcela Costela;378.049.615-10;eteixeira@example.com;Cirino de Vargas;43
3172;Sr. Ravi Lucca Borges;720.598.164-67;abreumurilo@example.org;Garcia Verde;6
3173;Júlia Macedo;413.805.296-89;amandanogueira@example.net;Castro Grande;20
3174;Marina Costa;154.907.836-48;da-cruzdom@example.com;Porto Alegre;33
3175;Mateus Lopes;713.926.840-13;aylla22@example.net;Cunha;6
3176;Luan Rodrigues;345.718.920-04;joana57@example.com;Novaes de Goiás;16
3177;Hellena Ferreira;217.053.968-95;felipe23@example.net;Duarte;42
3178;Asafe Cassiano;497.810.356-84;guerramatteo@example.org;Porto de Almeida;9
3179;João Felipe Oliveira;149.602.738-87;juliada-rosa@example.org;Cassiano de Siqueira;19
3180;Francisco Guerra;459.138.726-73;qmendes@example.com;Mendes da Serra;27
3181;Sophie Jesus;301.576.489-66;gabrielmachado@example.org;Ramos;1
3182;Rafaela Campos;961.248.057-58;das-nevesmaria-clara@example.com;Campos das Pedras;52
3183;Srta. Giovanna Nogueira;452.306.189-06;isis14@example.org;Nunes;36
3184;Maria Helena Azevedo;523.198.740-97;caio69@example.org;Araújo;8
3185;Srta. Laura Sousa;718.906.352-86;ravi-luccamoura@example.net;Porto Verde;30
3186;Sr. Davi Miguel Pastor;207.165.839-68;kaique33@example.net;Azevedo do Campo;3
3187;Srta. Isabella Pires;978.614.320-50;knascimento@example.org;Abreu da Prata;16
3188;Sra. Emilly Cardoso;968.207.431-22;benicioguerra@example.org;Garcia;49
3189;Ana Luiza das Neves;841.963.702-50;azevedooliver@example.org;Moreira;54
3190;Isaac Ramos;314.075.698-48;mda-cruz@example.org;Abreu dos Dourados;25
3191;Lucca Aragão;493.617.028-31;casa-granderaquel@example.com;Teixeira do Campo;35
3192;Aurora Rocha;639.712.045-70;rezendeliz@example.org;da Costa;44
3193;Bella Costa;705.392.864-00;kjesus@example.org;Siqueira Alegre;8
3194;Juliana Campos;529.641.807-76;ana-vitoriamonteiro@example.net;Campos;15
3195;Larissa Viana;468.792.305-47;dantevieira@example.org;Cavalcanti;9
3196;Beatriz Fernandes;851.604.239-15;aragaogabriel@example.com;Aparecida Grande;4
3197;Léo da Cruz;562.480.913-15;carvalhoryan@example.com;da Conceição de Minas;15
3198;Sabrina Garcia;602.389.147-04;iborges@example.org;Nascimento;38
3199;Leandro Monteiro;705.862.394-56;cirinopietra@example.org;Cunha;8
3200;Bruno Sampaio;482.750.639-65;da-motaana-carolina@example.com;Nunes dos Dourados;5
3201;Laís Casa Grande;563.240.971-61;umoura@example.net;da Cruz;35
3202;Luiz Miguel Abreu;041.829.635-98;benjamimmacedo@example.com;Barbosa do Amparo;28
3203;Mathias Sampaio;168.452.390-70;peixotorebeca@example.com;Moura;6
3204;Vicente Barbosa;816.437.905-01;theo05@example.com;Casa Grande de das Neves;1
3205;Nicole Cavalcante;136.798.502-12;qabreu@example.com;Camargo do Amparo;1
3206;Dra. Eduarda Correia;109.386.427-31;lunacarvalho@example.org;Viana da Prata;20
3207;Helena Ferreira;840.623.715-53;castrolara@example.com;Ferreira das Flores;28
3208;Sra. Beatriz Rodrigues;659.378.012-02;barrosisaac@example.org;Monteiro;41
3209;Cauã Moreira;053.624.719-61;xcirino@example.net;Carvalho da Praia;5
3210;Mariah Barros;503.124.978-14;gazevedo@example.com;Sá;5
3211;José Costela;428.963.705-10;salesandre@example.org;Câmara;47
3212;Ísis Nunes;308.275.196-21;ana-luiza90@example.org;Aparecida Alegre;18
3213;Lívia Sousa;025.346.987-29;daniel27@example.net;da Mata;41
3214;Evelyn Gonçalves;918.476.350-75;acarvalho@example.net;Barros das Pedras;40
3215;Srta. Maria Julia Macedo;719.532.846-55;luiz-miguel69@example.org;da Mata da Prata;54
3216;Nicole Nogueira;814.059.276-58;esa@example.org;Andrade da Prata;52
3217;Maitê Fernandes;056.128.947-67;lmoreira@example.net;Alves do Campo;36
3218;Daniel Oliveira;387.092.615-59;britorodrigo@example.com;Cunha da Prata;31
3219;Srta. Ísis Ribeiro;140.239.685-60;elisamacedo@example.org;Jesus;49
3220;Elisa Mendes;390.456.781-01;ana-carolina46@example.net;da Cruz da Serra;53
3221;Asafe Peixoto;546.830.917-39;vianamaria-julia@example.net;Oliveira;45
3222;Ana Vitória Sales;984.365.017-48;isaac10@example.org;Guerra da Serra;40
3223;Dr. Miguel Carvalho;108.947.263-31;augusto00@example.com;da Mota de Minas;11
3224;Dr. Mateus Rodrigues;305.791.642-25;marceloalmeida@example.org;Machado;46
3225;Sr. Heitor Nunes;053.798.126-86;vsampaio@example.org;Cirino de Abreu;5
3226;Helena Cassiano;483.615.792-73;emendonca@example.net;Garcia das Flores;25
3227;Lunna Costela;241.698.507-85;mendoncalunna@example.com;Porto de da Paz;38
3228;Manuella Moura;579.328.046-47;joao-guilherme79@example.org;Gomes da Prata;47
3229;Carolina Rezende;985.032.167-95;beatrizcaldeira@example.org;Mendes de Moura;21
3230;Isabella da Luz;148.735.692-73;mvasconcelos@example.net;Ribeiro de Silveira;16
3231;Antony Correia;187.693.425-55;jesusvalentina@example.net;Macedo da Mata;29
3232;Srta. Alexia Farias;057.423.198-60;qcostela@example.com;Borges da Prata;35
3233;Sra. Luiza Vargas;153.096.247-16;melissaramos@example.com;Nascimento;11
3234;Dra. Marina Ribeiro;865.902.317-02;monteiroarthur@example.net;Nunes de Goiás;45
3235;Maria Vitória Martins;015.278.436-53;sousajoao-felipe@example.com;Freitas Alegre;26
3236;Luiz Miguel Silva;789.612.053-40;anthonycirino@example.org;Silva de Campos;54
3237;Heitor Rezende;180.796.234-22;silveirasophie@example.com;Rodrigues de Dias;29
3238;Dr. Pietro Rodrigues;734.561.920-61;davi-luizcorreia@example.org;Novaes;54
3239;Isabella Leão;643.285.091-60;hpeixoto@example.com;Carvalho;51
3240;Mirella Dias;845.316.029-51;oaragao@example.org;da Rosa das Flores;47
3241;Valentina da Mota;580.473.691-48;mmoura@example.org;Casa Grande das Pedras;40
3242;Nathan Silveira;587.129.460-01;casa-grandesofia@example.net;Vieira Grande;6
3243;Ana Cecília Pacheco;274.816.093-22;casa-grandejoao-guilherme@example.org;Sá;51
3244;Luigi Rezende;125.093.867-86;henrique65@example.org;Mendonça;32
3245;Alexandre Vargas;879.320.465-56;liamsilveira@example.com;Melo;20
3246;João Pedro Teixeira;784.163.952-09;vasconcelosdavi@example.org;Cunha;50
3247;Yago Ribeiro;543.796.802-74;agatha58@example.org;Pinto;33
3248;Lara Teixeira;562.178.039-68;eduardafonseca@example.net;Sousa;9
3249;Eloá Sales;307.482.591-04;qalmeida@example.com;Araújo de Marques;49
3250;Ester da Rosa;459.832.607-74;henryfreitas@example.net;Moura do Amparo;5
3251;Danilo Rocha;024.138.756-62;alanalima@example.net;Freitas do Galho;12
3252;Carlos Eduardo Albuquerque;903.624.571-07;gabrielacorreia@example.net;Sales;49
3253;Marcela Andrade;271.483.906-13;hcastro@example.net;Mendonça;25
3254;Pedro Henrique Leão;470.359.268-10;nunesjade@example.net;Câmara de Goiás;29
3255;Dr. Diego Correia;950.178.426-67;rodriguescaio@example.org;Nascimento;33
3256;Felipe Cardoso;053.186.927-02;hadassa08@example.net;da Rocha;37
3257;Maria Isis Barbosa;710.692.345-16;maria-flor59@example.net;Vargas;21
3258;Ryan Correia;906.328.751-86;bsilva@example.org;Martins;18
3259;Davi Lima;035.912.467-43;josesousa@example.com;Sales;46
3260;Dra. Marcela Cassiano;416.925.387-64;dgarcia@example.com;Jesus do Campo;27
3261;Enzo Silva;840.765.931-20;mateus78@example.com;Siqueira de Brito;46
3262;Renan da Costa;823.169.507-95;xvasconcelos@example.org;Costela;15
3263;Srta. Juliana Farias;015.293.486-33;anascimento@example.com;Aparecida;18
3264;Dra. Ana Julia Andrade;051.694.387-10;wpereira@example.org;Pires;45
3265;Kevin Moraes;914.083.762-96;cecilia58@example.org;Montenegro;47
3266;Maria Eduarda Monteiro;579.081.623-12;matheusmendonca@example.org;da Mota Paulista;6
3267;Zoe Porto;501.974.836-66;henrique84@example.org;Castro;49
3268;Lara Duarte;701.369.458-48;aragaolavinia@example.com;Guerra;14
3269;Luiz Felipe da Rocha;971.834.602-31;hellenacavalcante@example.net;Martins de Dias;40
3270;Agatha Lopes;041.836.597-01;isisoliveira@example.org;Santos;3
3271;Rodrigo Dias;864.127.903-22;pietro36@example.org;da Luz;36
3272;Catarina Montenegro;961.453.027-80;isabela86@example.org;Dias Paulista;2
3273;Maria Helena da Mota;290.345.168-06;cauealbuquerque@example.org;Nascimento do Norte;22
3274;Natália Freitas;634.527.098-92;enzo-gabrielpereira@example.org;Silveira de Castro;23
3275;Melina Montenegro;340.981.527-97;gomesmaria-julia@example.org;Machado de Rios;24
3276;Dante Abreu;340.179.685-20;udas-neves@example.com;Caldeira do Amparo;36
3277;Ana Luiza Montenegro;480.765.932-47;danterodrigues@example.net;Silveira;33
3278;João Guilherme Novaes;904.865.127-11;fogacaeduardo@example.net;Martins;9
3279;Clara da Mata;437.582.910-97;leticia89@example.org;Sales da Prata;27
3280;Srta. Gabrielly Gonçalves;574.308.912-41;pereiraleo@example.net;Moraes;41
3281;Henry Gabriel Moreira;265.304.891-42;carvalhogabriela@example.com;Rodrigues Verde;53
3282;Matheus Siqueira;927.630.581-59;maria-alice48@example.net;Freitas dos Dourados;17
3283;Luiza Peixoto;796.314.085-66;bernardo68@example.org;Rezende;46
3284;Srta. Olívia da Costa;394.820.165-05;cfernandes@example.org;da Cruz de Ramos;16
3285;Maria Eduarda da Luz;605.183.972-03;pedro-henriqueabreu@example.net;Moraes dos Dourados;6
3286;Eloah Pires;890.156.243-05;wpinto@example.org;Moraes;9
3287;Zoe Cunha;709.456.823-10;mcardoso@example.net;Ferreira;30
3288;Sra. Heloisa Vargas;491.832.507-60;hmendonca@example.org;Sá de Vargas;43
3289;Juan Pimenta;856.127.340-26;gustavo-henrique62@example.net;Marques da Serra;31
3290;Anthony Montenegro;962.453.087-47;guilhermefreitas@example.com;Machado do Norte;40
3291;Breno Moraes;719.062.435-06;meloemanuel@example.net;Cassiano;37
3292;Bruno da Cruz;186.027.935-02;portofernando@example.com;da Rocha;24
3293;Rodrigo Santos;419.325.780-05;thalescostela@example.com;Pastor de Minas;7
3294;Liz Souza;915.736.802-30;ocosta@example.net;Silva da Mata;23
3295;Maria Liz Farias;097.261.584-94;azevedoerick@example.com;da Conceição das Flores;33
3296;Ravi Almeida;698.753.420-92;viniciusazevedo@example.com;Cassiano Paulista;6
3297;Yan Lopes;415.820.976-58;clarasousa@example.org;Aparecida das Flores;37
3298;Eduardo Peixoto;465.017.382-53;da-rosagustavo-henrique@example.org;Vargas Paulista;43
3299;Valentim da Luz;701.498.263-03;pcunha@example.net;Ribeiro;46
3300;Matteo Cardoso;532.648.710-17;saleslucca@example.net;Oliveira do Campo;37
3301;Thomas Vargas;308.915.726-86;vitor-gabrielfonseca@example.org;Monteiro Verde;9
3302;Thales Machado;619.034.758-48;kaiqueda-costa@example.org;Nunes do Campo;46
3303;Gustavo Henrique Fonseca;315.829.674-82;ana-liviafogaca@example.net;Vargas;27
3304;Arthur Oliveira;419.635.087-93;eduardonascimento@example.net;da Rocha;24
3305;Matheus Novaes;216.837.509-77;sramos@example.net;da Conceição de Casa Grande;12
3306;Srta. Helena Carvalho;249.631.570-80;vmoraes@example.org;Fernandes;30
3307;Cauã da Rocha;527.648.310-80;valentim74@example.net;Macedo;24
3308;Luana Cunha;491.023.586-89;usales@example.org;Cunha da Serra;4
3309;Isadora Pires;248.697.135-19;oliveiraemilly@example.com;Sá;52
3310;Milena Mendes;547.198.026-30;balves@example.com;Ferreira;53
3311;Srta. Bella Santos;628.071.349-04;allana87@example.org;Moreira Paulista;17
3312;Caroline Lima;152.489.067-76;cauanovais@example.org;Almeida;19
3313;Sra. Sarah Abreu;982.104.635-51;abreuyan@example.org;Porto;8
3314;Dr. Samuel Nunes;130.598.627-02;ana-vitoriaborges@example.org;Vieira;29
3315;Eloah Cavalcante;782.693.145-28;luccalopes@example.org;Cavalcanti;12
3316;Kaique Aragão;807.359.461-75;mendoncaheitor@example.com;Garcia;27
3317;Lunna Casa Grande;460.985.237-38;nogueirabeatriz@example.org;Barros da Serra;20
3318;Thomas Leão;608.495.321-24;henry17@example.org;Pacheco do Norte;32
3319;Nathan da Rocha;873.912.064-31;vitor-gabrielteixeira@example.org;Nunes;52
3320;Melina Nogueira;671.298.534-09;ybarros@example.net;Macedo do Amparo;49
3321;Augusto Martins;190.826.437-31;kaique17@example.org;da Mata;51
3322;Lucca Sá;158.476.390-66;ribeiroyago@example.net;Nogueira;31
3323;Ana Laura Garcia;195.280.467-11;ian92@example.net;Duarte Verde;23
3324;Sr. Renan Costela;368.924.017-40;cunhamanuella@example.com;Teixeira;50
3325;Srta. Ayla Nunes;801.695.342-51;yanda-mata@example.org;Gomes;41
3326;Dr. Levi Barros;891.543.270-32;rhavi69@example.net;Ramos;48
3327;João Gabriel Fonseca;943.028.567-00;andradeanthony@example.com;Guerra da Prata;6
3328;Vitor Gabriel Sampaio;398.075.142-23;arthur-gabriel30@example.com;Abreu Alegre;21
3329;Amanda Rezende;640.875.319-10;oliveiragustavo-henrique@example.com;Freitas do Campo;35
3330;Luan Pereira;206.913.745-70;eduarda83@example.net;Barros;33
3331;Maria Clara Siqueira;695.241.870-94;julianamoreira@example.net;Abreu;53
3332;Maria Flor Santos;320.749.685-74;mendoncasabrina@example.org;Sousa de Lima;24
3333;Josué Silva;258.460.793-00;lunnamartins@example.com;Fonseca;4
3334;Yago Alves;784.216.359-64;araujothomas@example.net;Ferreira;36
3335;Melina Jesus;571.829.463-19;qnunes@example.com;Peixoto;12
3336;Ana Luiza da Cunha;901.652.843-15;ana-julia44@example.net;Cavalcante da Praia;30
3337;Daniel Leão;537.691.042-34;kevin44@example.org;da Costa;46
3338;Lorenzo Mendes;970.324.865-92;emilly07@example.com;Lopes;49
3339;Luan Aparecida;960.874.153-00;teixeiralarissa@example.com;Costela;1
3340;Heloísa Fogaça;260.735.149-99;mirella13@example.org;Brito do Oeste;32
3341;Dr. Davi Luiz Machado;012.865.937-86;pietro04@example.net;Melo da Mata;14
3342;Rafael Brito;853.109.267-12;aylaleao@example.org;Fernandes de Correia;54
3343;Bianca Vasconcelos;843.172.605-90;kamillyda-cunha@example.com;Sá de Azevedo;35
3344;Maria Isis Correia;930.165.748-10;gabreu@example.net;Barros;14
3345;Sra. Maitê Mendonça;412.670.895-20;amandaalbuquerque@example.net;Melo;32
3346;Ana Sophia Pastor;495.723.861-82;wcassiano@example.org;Machado do Campo;51
3347;Ryan Campos;203.967.581-77;gabrielly59@example.net;Costela;38
3348;Benicio Cardoso;249.163.057-52;rafael33@example.net;Barros dos Dourados;24
3349;Eduarda Azevedo;195.846.302-70;leaomaria-julia@example.com;Cardoso do Norte;17
3350;Bruna Siqueira;173.065.428-26;rodriguesvinicius@example.com;Aragão;38
3351;Sr. Augusto das Neves;956.347.208-00;agathapeixoto@example.com;Melo;40
3352;Emilly Carvalho;783.641.095-10;luiz-migueldas-neves@example.com;Mendonça;27
3353;Maya Fogaça;796.281.530-21;da-cunhalavinia@example.org;Cavalcante;10
3354;Laís Fernandes;347.280.519-60;maria-flor81@example.net;Casa Grande;32
3355;Heitor Ramos;498.236.751-55;nvasconcelos@example.net;da Rosa Alegre;36
3356;João Cavalcanti;157.948.063-20;dsilva@example.com;Câmara;26
3357;Bryan da Mata;382.967.504-65;clariceduarte@example.com;Sousa Grande;9
3358;Sr. Gustavo Henrique Macedo;206.735.184-26;da-costapaulo@example.com;Novais das Flores;8
3359;Benjamim Silva;753.406.829-00;pietrarodrigues@example.net;Moraes;51
3360;Srta. Luna Albuquerque;734.952.601-61;goncalvesnicole@example.org;Brito de Minas;26
3361;Oliver Carvalho;785.396.104-93;ana-luizada-conceicao@example.net;das Neves;13
3362;Luiz Miguel Jesus;514.763.209-34;da-rochavalentim@example.com;da Cruz;44
3363;Joana Duarte;549.607.128-30;diogopimenta@example.net;Novais do Campo;14
3364;Bruno Cardoso;053.948.162-98;kevinsilva@example.org;Silva;10
3365;Bernardo Monteiro;697.053.128-77;gabrielasantos@example.com;da Rocha de Araújo;51
3366;Allana Rios;078.125.396-95;arthur-miguel12@example.org;Fonseca;44
3367;Sr. Benjamim Campos;253.981.764-55;llima@example.org;Araújo de Lima;18
3368;Luísa Lopes;490.157.238-50;isaquebarbosa@example.net;Farias do Amparo;49
3369;Antony Ferreira;593.107.264-07;cassianohellena@example.net;Freitas do Sul;37
3370;Sr. Matteo Aragão;728.469.150-67;ggomes@example.net;Brito;52
3371;Murilo Pires;529.861.043-98;laiscaldeira@example.com;Lopes;27
3372;Pedro Miguel Almeida;729.851.034-79;cirinoana-beatriz@example.org;Nunes de Pimenta;34
3373;Pedro Miguel Melo;891.024.536-06;benicio54@example.org;Novais dos Dourados;29
3374;Larissa Porto;041.623.978-13;kmendonca@example.com;Duarte;54
3375;Sra. Elisa Carvalho;913.754.026-25;hnovaes@example.com;das Neves;4
3376;Sra. Maria Luiza Sales;390.645.217-43;gustavo59@example.org;Carvalho dos Dourados;28
3377;Rebeca Marques;416.283.759-73;vnovais@example.com;Rodrigues;5
3378;Beatriz Garcia;436.057.912-80;joao-guilherme41@example.com;Lopes;17
3379;Sabrina da Rosa;782.931.650-30;ayllaborges@example.org;Barros;10
3380;Enzo Ribeiro;893.502.617-40;barrosfelipe@example.net;Aparecida;35
3381;Rafael das Neves;741.253.809-88;marcos-viniciusvasconcelos@example.net;Cirino;13
3382;Srta. Emanuella da Cunha;582.730.461-17;pachecoluiz-miguel@example.com;Machado Paulista;43
3383;Srta. Maria Luísa Sales;425.816.309-06;gpinto@example.net;Vieira da Mata;34
3384;Maria Luiza Lopes;920.351.678-68;igorsilveira@example.net;Alves de Moraes;24
3385;Isabella Costela;495.183.207-05;salesmurilo@example.net;Gomes do Galho;33
3386;Davi Miguel Novais;490.138.657-39;tnovaes@example.com;Caldeira da Mata;32
3387;Ana Laura da Luz;475.021.386-17;bporto@example.com;Nogueira;4
3388;Josué Rodrigues;820.576.193-03;leaomaria-luisa@example.net;Pires;54
3389;Otávio Dias;530.419.672-43;olivianovaes@example.org;Pinto do Sul;12
3390;Liam Nascimento;328.169.504-33;moreirapaulo@example.net;da Cunha;45
3391;Júlia Nogueira;293.516.487-37;zsa@example.org;Barros de Aparecida;13
3392;Aylla Vargas;863.109.472-22;enricovasconcelos@example.com;Ribeiro da Praia;45
3393;José Miguel Machado;297.056.831-40;thomas22@example.net;Pimenta dos Dourados;54
3394;Arthur Gabriel Cunha;745.908.132-97;joao-vitorsiqueira@example.org;Guerra;24
3395;Alana Ramos;830.596.142-70;xteixeira@example.net;Pacheco do Galho;48
3396;Raquel Borges;573.162.940-43;lvargas@example.org;da Cruz;28
3397;Lavínia Viana;056.482.319-89;maria-fernandasousa@example.net;Cassiano;20
3398;Dra. Ana Clara Martins;962.740.853-00;joao-felipe75@example.com;Machado;21
3399;Srta. Melissa Cassiano;017.659.438-84;bianca56@example.com;da Rocha de Mendes;17
3400;Léo Camargo;067.528.439-29;scampos@example.com;Pires de Mendonça;11
3401;Sophie Aragão;302.741.568-90;novaispaulo@example.org;Campos da Prata;14
3402;Bárbara Vasconcelos;590.614.872-85;correiaester@example.com;Caldeira;44
3403;Pedro Lucas Sousa;312.547.089-79;xsampaio@example.net;da Conceição de Carvalho;51
3404;Srta. Catarina Mendes;802.416.397-78;leaoluiz-henrique@example.org;Lima dos Dourados;45
3405;Maria Vitória Costa;031.684.927-87;cmendes@example.com;Sampaio da Prata;32
3406;Sra. Jade da Mata;418.920.637-78;lucas-gabriel72@example.com;Marques de Goiás;44
3407;Cauã Montenegro;087.124.593-05;cardosolorenzo@example.net;Cirino de Mendonça;19
3408;Sra. Eduarda Camargo;527.691.408-76;pedro-miguel41@example.net;Gomes de Goiás;36
3409;Eduarda Leão;795.643.182-46;pcamargo@example.net;Jesus do Sul;52
3410;Sr. Kevin Gonçalves;574.608.329-10;sophie69@example.net;Brito de Lima;27
3411;Sra. Maria Liz Viana;291.635.740-80;rodrigo90@example.net;Barros;49
3412;Antônio Andrade;793.041.865-01;diego98@example.com;Costela;26
3413;Francisco Dias;081.475.693-00;ana54@example.net;Silveira da Mata;54
3414;Rodrigo Castro;789.541.263-91;dbarbosa@example.com;Jesus;30
3415;Maria Julia Machado;942.603.581-89;ipereira@example.org;Machado;44
3416;Antonella Novais;253.047.896-10;cavalcantimelissa@example.org;Barros;47
3417;Nathan Cunha;581.239.046-06;kcavalcante@example.net;Sá do Campo;32
3418;Gabriela Correia;562.847.901-20;vitoriacirino@example.net;Alves do Campo;21
3419;Luiz Gustavo Sampaio;208.915.763-12;melissateixeira@example.net;Cassiano;15
3420;Rodrigo Pinto;698.753.102-12;mendoncalucca@example.net;Aragão do Oeste;47
3421;Marcela Barros;376.542.019-07;novaisamanda@example.com;Pinto;18
3422;Alexandre Moraes;465.192.078-02;freitasisis@example.net;Sá da Praia;16
3423;Hadassa Sales;401.832.795-14;icavalcante@example.com;Viana de Siqueira;44
3424;Luna Aragão;295.410.763-43;estherda-mata@example.com;Dias do Sul;23
3425;Anthony Gabriel Machado;952.763.410-52;fernandamacedo@example.net;Moreira de Correia;34
3426;Alexia Macedo;516.840.379-48;esa@example.net;Albuquerque Verde;50
3427;Raul Costela;728.450.319-04;cunhaisabelly@example.org;Porto da Praia;47
3428;José Alves;215.390.768-30;diego49@example.org;Nascimento;30
3429;Luan Silva;602.149.783-03;tvargas@example.net;Correia das Pedras;23
3430;Isabelly Nogueira;054.396.821-98;barbararios@example.net;Mendonça;51
3431;Sr. Bruno Macedo;261.049.578-11;satheodoro@example.com;Caldeira da Serra;35
3432;Lívia Aragão;897.264.501-01;gnascimento@example.org;Silva das Pedras;44
3433;Ana Clara Pinto;651.048.372-62;ycorreia@example.org;Melo;34
3434;Milena Moraes;549.326.801-98;moreiracaroline@example.net;Novaes do Galho;7
3435;Esther das Neves;856.291.437-19;enzo15@example.com;Cassiano do Amparo;30
3436;Ana Júlia Barros;562.384.079-56;jose79@example.org;Aparecida;47
3437;Lunna da Cunha;631.852.907-12;tporto@example.net;Castro;18
3438;Ryan Farias;583.461.902-98;theo25@example.com;Oliveira da Serra;50
3439;Emanuella Souza;068.321.547-71;andradeasafe@example.org;Nascimento;27
3440;Alexandre Aparecida;032.586.491-89;moraesnina@example.com;das Neves Verde;22
3441;Matteo Casa Grande;796.201.854-20;teixeiraenzo-gabriel@example.org;Oliveira;39
3442;Luiz Miguel Costa;537.241.809-50;zsouza@example.org;Cavalcante da Mata;39
3443;Gabriel Cunha;801.659.324-06;macedomaria-eduarda@example.com;Gonçalves do Sul;33
3444;Hellena da Rocha;864.703.251-90;gabrielcardoso@example.org;Camargo;33
3445;Sr. João Gabriel Peixoto;762.039.845-74;marcelaferreira@example.org;Caldeira das Flores;26
3446;Nicolas Sales;682.143.970-22;zmoura@example.org;Moura;29
3447;Noah Cunha;598.760.432-00;da-luzcecilia@example.org;Correia Alegre;14
3448;Maria Clara da Costa;016.274.398-03;theo59@example.net;da Luz;43
3449;Sr. Brayan Abreu;203.467.891-50;da-cruzliz@example.org;Cardoso de Minas;49
3450;Carlos Eduardo Abreu;046.837.519-84;aparecidadante@example.net;Novaes das Pedras;32
3451;Dr. Erick Ferreira;568.719.420-76;vitor41@example.com;Almeida;4
3452;Dr. Theo Cunha;923.567.014-43;rda-cunha@example.net;Casa Grande de Silva;12
3453;Lucas Gabriel Teixeira;835.092.167-68;bmendes@example.org;Moreira do Oeste;8
3454;Srta. Melissa Gonçalves;273.195.640-25;tsiqueira@example.org;Cassiano;13
3455;Sra. Elisa Cardoso;506.712.938-77;raviabreu@example.org;Jesus Paulista;11
3456;Rafaela Fonseca;039.642.571-25;davicunha@example.net;Caldeira de Aparecida;11
3457;Antônio da Mota;438.026.957-47;bryan96@example.net;Araújo;45
3458;Dra. Rafaela Guerra;846.279.503-65;leo77@example.com;Martins Alegre;26
3459;Dr. Juan das Neves;297.380.456-65;eloahcardoso@example.net;Macedo da Mata;50
3460;Lara Carvalho;291.360.845-06;da-motaagatha@example.com;Sales;19
3461;Fernando Souza;035.867.192-21;carlos-eduardo49@example.org;Silva do Oeste;41
3462;Clara Sá;317.256.809-12;ana-ceciliamendes@example.com;Cunha do Norte;8
